CNPJ_Fundo_Classe;Data_Referencia;Versao;Total_Necessidades_Liquidez;Disponibilidades;Titulos_Publicos;Titulos_Privados;Fundos_Renda_Fixa;Total_Investido;Direitos_Bens_Imoveis;Terrenos;Imoveis_Renda_Acabados;Imoveis_Renda_Construcao;Imoveis_Venda_Acabados;Imoveis_Venda_Construcao;Outros_Direitos_Reais;Acoes;Debentures;Bonus_Subscricao;Certificados_Deposito_Valores_Mobiliarios;Cedulas_Debentures;Fundo_Acoes;FIP;FII;FDIC;Outras_Cotas_FI;Notas_Promissorias;Acoes_Sociedades_Atividades_FII;Cotas_Sociedades_Atividades_FII;CEPAC;CRI;CRI_CRA;Letras_Hipotecarias;LCI;LCI_LCA;LIG;Outros_Valores_Mobliarios;Valores_Receber;Contas_Receber_Aluguel;Contas_Receber_Venda_Imoveis;Outros_Valores_Receber;Rendimentos_Distribuir;Taxa_Administracao_Pagar;Taxa_Performance_Pagar;Obrigacoes_Aquisicao_Imoveis;Adiantamento_Venda_Imoveis;Adiantamento_Alugueis;Obrigacoes_Securitizacao_Recebiveis;Instrumentos_Financeiros_Derivativos;Provisoes_Contigencias;Outros_Valores_Pagar;Total_Passivo
00.332.266/0001-31;2025-01-01;1;5819997.69;433459.39;0;0;5386538.3;480711200;480711200;0;480711200;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;7206102.23;5370531.36;0;1835570.87;1440541.86;108233.38;0;0;0;650002.6;0;0;0;4482600.45;6681378.29
00.332.266/0001-31;2025-02-01;1;5802393.24;425428.83;0;0;5376964.41;480711200;480711200;0;480711200;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;6712494.98;5357552.25;0;1354942.73;1440611.86;108533.38;0;0;0;650002.6;0;0;0;4059245.29;6258393.13
00.332.266/0001-31;2025-03-01;1;5757991.5;609375.92;0;0;5148615.58;480711200;480711200;0;480711200;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;8059212.01;6074123.02;0;1985088.99;1440681.86;108533.37;0;0;0;650002.6;0;0;0;3724155.38;5923373.21
00.332.266/0001-31;2025-04-01;1;7172252.39;3605034.86;0;0;3567217.53;480724700;480724700;0;480724700;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;7475248.91;5498940.64;0;1976308.27;1440751.86;108533.38;0;0;0;650002.6;0;0;0;3895151.76;6094439.6
00.332.266/0001-31;2025-05-01;1;7028967.98;2995920.4;0;0;4033047.58;480724700;480724700;0;480724700;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;6560859.44;4522295.01;0;2038564.43;2840896.36;108533.38;0;0;0;650002.6;0;0;0;3085621.29;6685053.63
00.332.266/0001-31;2025-06-01;1;6136541.5;2723020.13;0;0;3413521.37;480724700;480724700;0;480724700;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;8851217.56;7054514.36;0;1796703.2;2225003.58;108533.38;0;0;0;650002.6;0;0;0;4285109.35;7268648.91
00.332.266/0001-31;2025-07-01;1;6365960.56;3378358.12;0;0;2987602.44;430644100;430644100;0;430644100;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;7400183.28;5622061.95;0;1778121.33;2309125.05;0;0;0;0;650002.6;0;0;0;4998466.37;7957594.02
00.332.266/0001-31;2025-08-01;1;4692107.6;2000;;;4690107.6;430644100;430644100;;430644100;;;;;;;;;;;;;;;;;;;;;;;;;;4341585.35;2242027.6;;2099557.75;152631.92;56647.16;;;;;;;;75318.74;284597.82
00.332.266/0001-31;2025-09-01;1;6210530.58;2000;;;6208530.58;430644100;430644100;;430644100;;;;;;;;;;;;;;;;;;;;;;;;;;4789761.05;1426466.32;;3363294.73;152638.92;56647.16;;;;;;;;50535.58;259821.66
00.613.094/0001-74;2025-01-01;1;569584.13;569584.13;0;0;0;196479439.13;195896624.86;0;0;0;195896624.86;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;582814.27;0;0;0;0;22379.3;0;0;0;0;0;0;0;0;217315566.91;217337946.21
00.613.094/0001-74;2025-02-01;1;569584.13;569584.13;0;0;0;196484463.94;195896624.86;0;0;0;195896624.86;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;587839.08;0;0;0;0;22379.3;0;0;0;0;0;0;0;0;217868559.29;217890938.59
00.613.094/0001-74;2025-03-01;1;569584.13;569584.13;0;0;0;196483775.9;195896624.86;0;0;0;195896624.86;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;587151.04;0;0;0;0;22379.3;0;0;0;0;0;0;0;0;218245922.83;218268302.13
00.613.094/0001-74;2025-04-01;1;569584.13;569584.13;0;0;0;196482702.61;195896624.86;0;0;0;195896624.86;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;586077.75;0;0;0;0;22379.3;0;0;0;0;0;0;0;0;218868080.81;218890460.11
00.613.094/0001-74;2025-05-01;1;569584.13;569584.13;0;0;0;196485377.09;195896624.86;0;0;0;195896624.86;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;588752.23;0;0;0;0;22379.3;0;0;0;0;0;0;0;0;219317833.5;219340212.8
00.613.094/0001-74;2025-06-01;1;569584.13;569584.13;0;0;0;196478890.24;195896624.86;0;0;0;195896624.86;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;582265.38;0;0;0;0;22379.3;0;0;0;0;0;0;0;0;219863916.43;219886295.73
00.613.094/0001-74;2025-07-01;1;569584.13;569584.13;0;0;0;196472456.65;195896624.86;0;0;0;195896624.86;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;575831.79;0;0;0;0;22379.3;0;0;0;0;0;0;0;0;220283249.55;220305628.85
00.613.094/0001-74;2025-08-01;1;569584.13;569584.13;0;0;0;196468419.12;195896624.86;0;0;0;195896624.86;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;571794.26;0;0;0;0;22379.3;0;0;0;0;0;0;0;0;220727040.78;220749420.08
00.613.094/0001-74;2025-09-01;1;569584.13;569584.13;0;0;0;196468637.82;195896624.86;0;0;0;195896624.86;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;572012.96;0;0;0;0;22379.3;0;0;0;0;0;0;0;0;221172283.36;221194662.66
00.762.723/0001-28;2025-01-01;1;47184.89;5579.24;0;0;41605.65;98025000;98025000;0;98025000;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;2601127.41;0;0;2601127.41;15.85;97269.6;0;0;0;0;0;0;0;423867.86;521153.31
00.762.723/0001-28;2025-02-01;1;549054.24;5200.7;0;0;543853.54;98025000;98025000;0;98025000;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;1501472.07;0;0;1501472.07;15.85;50828.8;0;0;0;0;0;0;0;423867.86;474712.51
00.762.723/0001-28;2025-03-01;1;483106.53;5587.28;0;0;477519.25;98025000;98025000;0;98025000;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;1153725.17;0;0;1153725.17;15.85;50828.8;0;0;0;0;0;0;0;798414.19;849258.84
00.762.723/0001-28;2025-04-01;1;449568.05;2463.31;0;0;447104.74;98025000;98025000;0;98025000;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;506264.02;0;0;506264.02;15.85;73834.41;0;0;0;0;0;0;0;794656.16;868506.42
00.762.723/0001-28;2025-05-01;1;3883181.7;5329.37;0;0;3877852.33;98025000;98025000;0;98025000;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;518970.72;0;0;518970.72;15.85;113867.04;0;0;0;0;0;0;0;398593.77;512476.66
00.762.723/0001-28;2025-06-01;1;2435443.31;5625.71;0;0;2429817.6;98025000;98025000;0;98025000;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;279075.03;0;0;279075.03;2917.07;50828.8;0;0;0;0;0;0;0;394835.76;448581.63
00.762.723/0001-28;2025-07-01;1;1759644.42;5491.87;0;0;1754152.55;98025000;98025000;0;98025000;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;275821.8;0;0;275821.8;15.85;50828.8;0;0;0;0;0;0;0;394835.76;445680.41
00.762.723/0001-28;2025-08-01;1;5533620.86;5849.4;0;0;5527771.46;98025000;98025000;0;98025000;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;272939.23;0;0;272939.23;15.85;50828.8;0;0;0;0;0;0;0;394835.76;445680.41
00.762.723/0001-28;2025-09-01;1;4892064.62;5622.86;0;0;4886441.76;98025000;98025000;0;98025000;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;269686;0;0;269686;15.85;50828.8;0;0;0;0;0;0;0;394835.76;445680.41
00.868.235/0001-08;2025-01-01;1;2322313.45;16023.01;0;0;2306290.44;107200000;107200000;0;107200000;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;5064873.73;4513487.75;0;551385.98;325896;58300.74;0;0;0;0;0;0;0;2260148.12;2644344.86
00.868.235/0001-08;2025-02-01;1;2082262.51;240495.41;0;0;1841767.1;107200000;107200000;0;107200000;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;5251629.39;4537575.68;0;714053.71;0;58300.74;0;0;0;6844.44;0;0;0;2141626.9;2206772.08
00.868.235/0001-08;2025-03-01;1;2806277.67;22255.16;0;0;2784022.51;107200000;107200000;0;107200000;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;4630337.08;4517343.41;0;112993.67;697960.6;58300.74;0;0;0;0;0;0;0;1969637.69;2725899.03
00.868.235/0001-08;2025-04-01;1;2482983.33;22618.33;0;0;2460365;107200000;107200000;0;107200000;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;4635901.52;4551253.09;0;84648.43;377496.2;58300.74;0;0;0;0;0;0;0;1976243.53;2412040.47
00.868.235/0001-08;2025-05-01;1;2648102.94;27119.12;0;0;2620983.82;107200000;107200000;0;107200000;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;4524951.22;4434186.3;0;90764.92;548591.6;63258.76;0;0;0;0;0;0;0;1905116.43;2516966.79
01.201.140/0001-90;2025-01-01;2;9938905.86;5318.43;0;0;9933587.43;492608667.46;492608667.46;0;492608667.46;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;7037564.95;6531274.55;0;506290.4;2488147.99;96900.4;0;0;0;29411.06;0;0;649390.77;291756.31;3555606.53
01.201.140/0001-90;2025-02-01;1;10410229.6;5236.92;0;0;10404992.68;492626137.22;492626137.22;0;492626137.22;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;6945788.69;6268715.16;0;677073.53;2490182.49;109570.69;0;0;0;16355.74;0;0;73166.52;323647.25;3012922.69
01.201.140/0001-90;2025-03-01;1;10338819.45;5368.78;0;0;10333450.67;492758192.12;492758192.12;0;492758192.12;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;6858057.52;6000572.65;0;857484.87;2492216.99;103235.59;0;0;0;10076.4;0;0;0;345433.72;2950962.7
01.201.140/0001-90;2025-04-01;1;10586142.11;5348.94;0;0;10580793.17;492767053.81;492767053.81;0;492767053.81;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;7205437.36;6107934.53;0;1097502.83;2965159.69;103235.59;0;0;0;60015.09;0;0;0;314341.12;3442751.49
01.201.140/0001-90;2025-05-01;1;10249928.42;5149.13;0;0;10244779.29;492768597.29;492768597.29;0;492768597.29;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;7569695.08;6237608.86;0;1332086.22;3909417.49;103235.59;0;0;0;24697.25;0;0;0;301747.42;4339097.75
01.201.140/0001-90;2025-06-01;1;9524774.3;5982.99;0;0;9518791.31;492768597.29;492768597.29;0;492768597.29;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;6670855.58;6303718.72;0;367136.86;5560851.39;103235.59;0;0;0;75692.8;0;0;0;274945.82;6014725.6
01.201.140/0001-90;2025-07-01;1;7094140.34;5633.62;0;0;7088506.72;492768597.29;492768597.29;0;492768597.29;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;6655866.02;6241409.84;0;414456.18;2504627.44;103235.59;0;0;0;6494.49;0;0;0;260306.66;2874664.18
01.201.140/0001-90;2025-08-01;1;7398593.66;5668.1;0;0;7392925.56;492771838.59;492771838.59;0;492771838.59;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;6369868.83;6130796.53;0;239072.3;2506661.94;103235.59;0;0;0;42455.79;0;0;0;275762.6;2928115.92
01.201.140/0001-90;2025-09-01;1;7619762.53;5741.06;0;0;7614021.47;492771838.59;492771838.59;0;492771838.59;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;6462748.49;6312879.37;0;149869.12;2508696.44;103235.59;0;0;0;26631.76;0;0;0;277818.54;2916382.33
01.235.622/0001-61;2025-01-01;1;145597539.62;12902.3;;;145584637.32;2129781333.64;1368746597.07;517191986.91;;;131493279.67;720061330.49;;;;;;;;;307094226.4;;;;207342134.72;;;;246598375.45;;;;;;1675712044.87;3710826.99;871276092.71;800725125.17;59811661.55;2919627.46;;84693941.21;;;92947319.91;;4036391.68;347742043.04;592150984.85
01.235.622/0001-61;2025-02-01;1;210041819.3;2876.55;;;210038942.75;2164150235.23;1387496548.48;547135961.62;;;117362781.81;722997805.05;;;;;;;;;310637274.19;;;;207342134.72;;;;258674277.84;;;;;;1698790136.4;3618426.14;872639646.98;822532063.28;2040.02;2667825.24;;80926486.72;;;92866837.22;;4036391.68;343853865.69;524353446.57
01.235.622/0001-61;2025-03-01;1;251705938.34;3229.95;;;251702708.39;2172648269.38;1391713744.8;556398019.59;;;128145409.53;707170315.68;;;;;;;;;313447112.75;;;;207342134.71;;;;260145277.12;;;;;;1637931582.51;3661478.41;845133659.77;789136444.33;2040.02;2677553.32;;81031013.33;30338157.02;;92838372.01;;4036391.68;238030529.57;448954056.95
01.235.622/0001-61;2025-04-01;1;130288384.09;32535.08;;;130255849.01;2973631180.1;2188219656.29;717567499.56;578447717.71;63339356.01;118205363.19;710659719.82;;;;;;;;;316395714.89;;;;207342134.71;;;;261673674.21;;;;;;1042568391.96;3748999.23;888915803.44;149903589.29;2040.02;2869723.49;;81819286.94;;;92640294.18;;4036391.68;358895354;540263090.31
01.235.622/0001-61;2025-05-01;1;133077876.84;535261.44;;;132542615.4;2979532560.56;2185592881.99;728336700.8;578447717.71;68509543.45;97867028.93;712431891.1;;;;;;;;;326208997.4;;;;204630109.4;;;;263100571.77;;;;;;1099789212.77;3930309.95;937622838.05;158236064.77;2040.02;2835934.84;;82527937.22;39321736.82;;92677470.13;;4036391.68;365523733.32;586925244.03
01.235.622/0001-61;2025-06-01;2;141559347.5;93933.41;;;141465414.09;2987316500.1;2220321587.05;739194841.22;578447717.71;76738990.22;98464534.43;727475503.47;;;;;;;;;297523106.2;;;;205106146.69;;;;264365660.16;;;;;;1122267653.3;3911292.9;930747295.69;187609064.71;30787412.16;2879360.54;;113938322.57;38771468.6;;92543341.49;;4036391.68;359370348.38;642326645.42
01.235.622/0001-61;2025-07-01;2;126526742.04;182795.67;;;126343946.37;3216707651.74;2445509712.52;708933981.15;578447717.71;89673131.38;97246139.76;971208742.52;;;;;;;;;301438787.05;;;;203957006.32;;;;265802145.85;;;;;;1262219674.86;3826522.28;943261648.3;315131504.28;30787412.16;3295761.32;;192516056.04;62193237.47;;92576880.6;;4036391.68;539117818.1;924523557.37
01.235.622/0001-61;2025-08-01;1;138656164.9;119572.19;;;138536592.71;3295758339.91;2513561682.8;696702532.75;675834334.88;;89327378.93;1051697436.24;;;;;;;;;310714639.98;;;;203957006.32;;;;267525010.81;;;;;;1192658768.88;4256425.42;892100470.89;296301872.57;3195.58;3069441.99;;206917350.16;;;92439481.49;;4036391.68;582170047.2;888635908.1
01.235.622/0001-61;2025-09-01;1;108362205.08;91322.81;;;108270882.27;3368327577.46;2576951691.15;721257640.02;699323886.78;;97684055.3;1058686109.05;;;;;;;;;318917942.71;;;;203957006.32;;;;268500937.28;;;;;;1182881933.86;4528962.31;882170206.55;296182765;3132.53;2998683.82;;186564107.92;;;92356416.44;;4036391.68;573624469.78;859583202.17
01.356.517/0001-80;2025-01-01;1;132337544.83;347517.01;0;0;131990027.82;236848766.18;236848766.18;38979129.96;197869636.22;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;14455830.42;13273017.79;0;1182812.63;211246392.87;0;0;604373.47;0;6256227.74;0;0;0;428199.6;218535193.68
01.356.517/0001-80;2025-02-01;1;132321683.05;410652.12;0;0;131911030.93;236935149.52;236935149.52;39004672.46;197930477.06;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;14465206.41;13239068.09;0;1226138.32;210246392.87;0;0;604373.47;0;6363927.81;0;0;0;452885.74;217667579.89
01.356.517/0001-80;2025-03-01;1;142261982.77;457210.33;0;0;141804772.44;237011317.33;237011317.33;39004672.46;198006644.87;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;14670127.42;13431367.04;0;1238760.38;209246392.87;0;0;604373.47;0;6487128.7;0;0;0;1294611.16;217632506.2
01.356.517/0001-80;2025-04-01;1;148731583.92;170050.21;0;0;148561533.71;237016317.33;237016317.33;39004672.46;198011644.87;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;14743896.47;13432739.19;0;1311157.28;208246392.87;0;0;604373.47;0;6595336;0;0;0;1295196.61;216741298.95
01.356.517/0001-80;2025-05-01;1;153465945.43;113200.88;0;0;153352744.55;237501817.33;237501817.33;39004672.46;198497144.87;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;15905635.89;13398022.87;0;2507613.02;207246392.87;0;0;604373.47;0;6599738.21;0;0;0;1029635.73;215480140.28
01.356.517/0001-80;2025-06-01;1;156620748.34;341452.47;0;0;156279295.87;240715925.99;240715925.99;39004672.46;201711253.53;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;14630169.99;13356323.36;0;1273846.63;236102803.57;0;0;604373.47;0;6644417.91;0;0;0;7686009.33;251037604.28
01.356.517/0001-80;2025-07-01;1;155876901.8;137605.53;0;0;155739296.27;241765059.56;241765059.56;41335737.05;200429322.51;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;14821264.03;13505865.01;0;1315399.02;234982803.57;0;0;604373.47;0;6772870.5;0;0;0;1322093.46;243682141
01.356.517/0001-80;2025-08-01;1;161841451.35;151708.31;0;0;161689743.04;242820248.13;242820248.13;41335737.05;201484511.08;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;15135363.21;13780287.73;0;1355075.48;233862803.57;0;0;604373.47;0;6866798.6;0;0;0;1311209.23;242645184.87
01.356.517/0001-80;2025-09-01;1;184672769.11;367430.54;0;0;184305338.57;243575316.97;243575316.97;41347987.05;202227329.92;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;15124925.24;13704971.9;0;1419953.34;232742803.57;0;0;604373.47;0;6986210.86;0;0;0;1268566.19;241601954.09
01.497.954/0001-14;2025-01-01;1;38587.99;1;0;0;38586.99;156972124;156972124;0;0;0;156972124;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;542184.1;540672.52;0;1511.58;29961.09;51517.38;0;0;0;0;0;0;0;9785.25;91263.72
01.497.954/0001-14;2025-02-01;1;37107.33;1;0;0;37106.33;156972124;156972124;0;0;0;156972124;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;572181.6;570477.77;0;1703.83;67830.73;51350.74;0;0;0;0;0;0;0;9785.25;128966.72
01.497.954/0001-14;2025-03-01;1;24790.18;2851.14;0;0;21939.04;156972124;156972124;0;0;0;156972124;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;590629.81;588747.06;0;1882.75;51410.49;51882.82;0;0;0;0;0;0;0;10009.11;113302.42
01.497.954/0001-14;2025-04-01;1;61652.96;1;0;0;61651.96;156972124;156972124;0;156972124;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;641949;639892.45;0;2056.55;60437.73;35728.09;0;0;0;0;0;0;0;10009.11;106174.93
01.497.954/0001-14;2025-05-01;1;4949.12;1;0;0;4948.12;156972124;156972124;0;156972124;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;648893.23;634854.48;0;14038.75;78083.63;35205.23;0;0;0;20000;0;0;0;11076.78;144365.64
01.497.954/0001-14;2025-06-01;1;32595.49;1;0;0;32594.49;156972124;156972124;0;156972124;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;602455.48;589871.18;0;12584.3;45063.19;35680.01;0;0;0;0;0;0;0;11192.28;91935.48
01.497.954/0001-14;2025-07-01;1;1368.58;1;0;0;1367.58;156972124;156972124;0;156972124;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;633203.79;622083.27;0;11120.52;59985.35;35900.25;0;0;0;0;0;0;0;26567.09;122452.69
01.497.954/0001-14;2025-08-01;2;31601.9;1;0;0;31600.9;156972124;156972124;0;156972124;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;614771.95;605125.67;0;9646.28;44479.5;21071.14;0;0;0;0;0;0;0;11317.28;76867.92
01.497.954/0001-14;2025-09-01;1;2335.76;1;0;0;2334.76;156972124;156972124;0;156972124;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;641353.74;633177.32;0;8176.42;84494.08;22248.82;0;0;0;0;0;0;0;11320.28;118063.18
01.601.918/0001-59;2025-01-01;1;13997217.07;5627.57;0;0;13991589.5;12584685.94;9420000;0;9420000;0;0;0;0;0;0;0;0;;0;0;3164685.94;0;0;0;0;0;0;;0;0;;0;0;0;41055629.27;0;40958167.91;97461.36;7650000;55866.16;0;0;0;0;0;0;0;28715.89;7734582.05
01.601.918/0001-59;2025-02-01;1;13992017.31;5514.94;0;0;13986502.37;12570964;9420000;0;9420000;0;0;0;0;0;0;0;0;;0;0;3150964;0;0;0;0;0;0;;0;0;;0;0;0;41559939.68;0;41427786.1;132153.58;7650000;55866.16;0;0;0;0;0;0;0;27065.89;7732932.05
01.601.918/0001-59;2025-03-01;1;6227254.95;5950.56;0;0;6221304.39;12652279.2;9420000;0;9420000;0;0;0;0;0;0;0;0;;0;0;3232279.2;0;0;0;0;0;0;;0;0;;0;0;0;39855929.08;0;39671811.47;184117.61;0;55866.16;0;0;0;0;0;0;0;8732.84;64599
01.601.918/0001-59;2025-04-01;1;6189153.56;5473.78;0;0;6183679.78;12713265.6;9420000;0;9420000;0;0;0;0;0;0;0;0;;0;0;3293265.6;0;0;0;0;0;0;;0;0;;0;0;0;40376221.05;0;40122073.36;254147.69;0;55866.16;0;0;0;0;0;0;0;8315.89;64182.05
01.601.918/0001-59;2025-05-01;1;6136593.57;5618.64;0;0;6130974.93;12738676.6;9420000;0;9420000;0;0;0;0;0;0;0;0;;0;0;3318676.6;0;0;0;0;0;0;;0;0;;0;0;0;40855564.9;0;40577445.59;278119.31;0;55866.16;0;0;0;0;0;0;0;8315.89;64182.05
01.601.918/0001-59;2025-06-01;1;6113792.52;5595.88;0;0;6108196.64;12476435;9420000;0;9420000;0;0;0;0;0;0;0;0;;0;0;3056435;0;0;0;0;0;0;;0;0;;0;0;0;41308925.12;0;41037986.13;270938.99;0;55866.16;0;0;0;0;0;0;0;8315.89;64182.05
01.601.918/0001-59;2025-07-01;1;6093970.49;5635.94;0;0;6088334.55;12164388;9420000;0;9420000;0;0;0;0;0;0;0;0;;0;0;2744388;0;0;0;0;0;0;;0;0;;0;0;0;41629052.51;0;41503753.66;125298.85;0;55866.16;0;0;0;0;0;0;0;6400.16;62266.32
01.601.918/0001-59;2025-08-01;1;6074469.36;5969.58;0;0;6068499.78;12601965.42;9420000;0;9420000;0;0;0;0;0;0;0;0;;0;0;3181965.42;0;0;0;0;0;0;;0;0;;0;0;0;42091564.75;0;41974807.49;116757.26;0;55866.16;0;0;0;0;0;0;0;8315.89;64182.05
01.601.918/0001-59;2025-09-01;1;6022720;5555.44;0;0;6017164.56;12787973.94;9420000;0;9420000;0;0;0;0;0;0;0;0;;0;0;3367973.94;0;0;0;0;0;0;;0;0;;0;0;0;42559005.3;0;42451207.63;107797.67;0;55866.16;0;0;0;0;0;0;0;8315.89;64182.05
01.633.741/0001-72;2025-01-01;1;997250.93;16917.15;980333.78;0;0;57932500;57932500;12049960;45882540;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;531902.66;256210.95;0;275691.71;117015.25;19244.57;0;0;0;0;0;0;0;415802.48;552062.3
01.633.741/0001-72;2025-02-01;1;1002614.45;75818.57;926795.88;0;0;57932500;57932500;12049960;45882540;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;566812;255171.92;0;311640.08;137318.09;19192.62;0;0;0;0;0;0;0;422109.41;578620.12
01.633.741/0001-72;2025-03-01;1;1046984.11;15647.35;1031336.76;0;0;57932500;57932500;12049960;45882540;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;569565.72;255486.1;0;314079.62;203360.05;19208.32;0;0;0;0;0;0;0;404848.96;627417.33
01.633.741/0001-72;2025-04-01;1;1070819.25;14066.51;1056752.74;0;0;57932500;57932500;12049960;45882540;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;584382.07;273977.54;0;310404.53;203360.05;20132.9;0;0;0;0;0;0;0;430421.64;653914.59
01.633.741/0001-72;2025-05-01;1;1087228.37;34564.17;1052664.2;0;0;57932500;57932500;12049960;45882540;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;585874.02;273977.54;0;311896.48;213520.21;20132.9;0;0;0;0;0;0;0;489684.97;723338.08
01.633.741/0001-72;2025-06-01;1;1132230.48;17330.22;1114900.26;0;0;57932500;57932500;12049960;45882540;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;596815.35;282594.17;0;314221.18;259240.93;20563.73;0;0;0;0;0;0;0;456823.55;736628.21
01.633.741/0001-72;2025-07-01;2;1103311.97;25655.81;1077656.16;0;0;57670000;57670000;11327067.02;46342932.98;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;607717.38;292166.34;0;315551.04;218431.71;27657.02;0;0;0;0;0;0;0;458825.52;704914.25
