CNPJ_Fundo_Classe;Data_Referencia;Versao;Total_Necessidades_Liquidez;Disponibilidades;Titulos_Publicos;Titulos_Privados;Fundos_Renda_Fixa;Total_Investido;Direitos_Bens_Imoveis;Terrenos;Imoveis_Renda_Acabados;Imoveis_Renda_Construcao;Imoveis_Venda_Acabados;Imoveis_Venda_Construcao;Outros_Direitos_Reais;Acoes;Debentures;Bonus_Subscricao;Certificados_Deposito_Valores_Mobiliarios;Cedulas_Debentures;Fundo_Acoes;FIP;FII;FDIC;Outras_Cotas_FI;Notas_Promissorias;Acoes_Sociedades_Atividades_FII;Cotas_Sociedades_Atividades_FII;CEPAC;CRI;CRI_CRA;Letras_Hipotecarias;LCI;LCI_LCA;LIG;Outros_Valores_Mobliarios;Valores_Receber;Contas_Receber_Aluguel;Contas_Receber_Venda_Imoveis;Outros_Valores_Receber;Rendimentos_Distribuir;Taxa_Administracao_Pagar;Taxa_Performance_Pagar;Obrigacoes_Aquisicao_Imoveis;Adiantamento_Venda_Imoveis;Adiantamento_Alugueis;Obrigacoes_Securitizacao_Recebiveis;Instrumentos_Financeiros_Derivativos;Provisoes_Contigencias;Outros_Valores_Pagar;Total_Passivo
11.160.521/0001-22;2025-03-01;1;9131239.94;1620514.74;0;0;7510725.2;1519866785.18;0;0;0;0;0;0;0;0;0;0;0;;0;0;152422932.83;0;0;0;0;0;0;;1367443852.35;0;;0;0;0;369708.64;0;0;369708.64;16189086.11;883897.99;0;0;0;0;0;0;0;27648018.05;44721002.15
11.160.521/0001-22;2025-04-01;1;26843447.98;5000.05;0;0;26838447.93;1508691264.89;0;0;0;0;0;0;0;0;0;0;0;;0;0;136536016.25;0;0;0;0;0;0;;1372155248.64;0;;0;0;0;1808384.63;0;0;1808384.63;16189090.31;931126.33;0;0;0;0;0;0;0;27674966.44;44795183.08
11.160.521/0001-22;2025-05-01;1;22115964.59;5000.72;0;0;22110963.87;1523834838.37;0;0;0;0;0;0;0;0;0;0;0;;0;0;136154241.01;0;0;0;0;0;0;;1387680597.36;0;;0;0;0;2867300.45;0;0;2867300.45;16189011.3;980669.86;0;0;0;0;0;0;0;27703356.76;44873037.92
11.160.521/0001-22;2025-06-01;1;27386300.68;5000.08;0;0;27381300.6;1520119682.94;0;0;0;0;0;0;0;0;0;0;0;;0;0;136302674.38;0;0;0;0;0;0;;1383817008.56;0;;0;0;0;2957655.99;0;0;2957655.99;16189098.71;915208.99;0;0;0;0;0;0;0;27728835.98;44833143.68
11.160.521/0001-22;2025-07-01;1;30829478.57;1126224.53;0;0;29703254.04;1508983403.74;0;0;0;0;0;0;0;0;0;0;0;;0;0;200309837.56;0;0;0;0;0;0;;1308673566.18;0;;0;0;0;2912619.12;0;0;2912619.12;16189102.91;1053086.01;0;0;0;0;0;0;0;36101194.13;53343383.05
11.160.521/0001-22;2025-08-01;1;39910339.3;5000.45;0;0;39905338.85;1502158669.9;0;0;0;0;0;0;0;0;0;0;0;;0;0;202946034.8;0;0;0;0;0;0;;1299212635.1;0;;0;0;0;2993146.58;0;0;2993146.58;16189107.11;947303.12;0;0;0;0;0;0;0;36225845.77;53362256
11.160.521/0001-22;2025-09-01;1;29878723.72;1995059.93;0;0;27883663.79;1515763468.69;0;0;0;0;0;0;0;0;0;0;0;;0;0;208038807.23;0;0;0;0;0;0;;1307724661.46;0;;0;0;0;2894489.65;0;0;2894489.65;16189111.31;1008011.3;0;0;0;0;0;0;0;37096607.26;54293729.87
11.179.118/0001-45;2025-01-01;1;2866311.9;197;0;0;2866114.9;150641000;150641000;0;150641000;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;1186972.37;1186952.12;0;20.25;0;60242.78;0;0;0;0;0;0;0;964243.04;1024485.82
11.179.118/0001-45;2025-02-01;1;2907064.85;197;0;0;2906867.85;150641000;150641000;0;150641000;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;1206456.74;1192086.35;0;14370.39;0;52296.99;0;0;0;0;0;0;0;986115.26;1038412.25
11.179.118/0001-45;2025-03-01;1;2943489.29;197;0;0;2943292.29;150641000;150641000;0;150641000;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;1207561.09;1192086.35;0;15474.74;0;59914.28;0;0;0;0;0;0;0;979724.37;1039638.65
11.179.118/0001-45;2025-04-01;1;2996960.41;197;0;0;2996763.41;150641000;150641000;0;150641000;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;1209291.6;1192086.35;0;17205.25;0;59969.03;0;0;0;0;0;0;0;991625.15;1051594.18
11.179.118/0001-45;2025-05-01;1;2755027.57;197;0;0;2754830.57;150857666.66;150857666.66;0;150857666.66;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;1213886.02;1192086.35;0;21799.67;0;59906.98;0;0;0;0;0;0;0;1004986.77;1064893.75
11.179.118/0001-45;2025-06-01;1;2526938.85;197;0;0;2526741.85;151074333.32;151074333.32;0;151074333.32;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;1214603.95;1192086.35;0;22517.6;0;59779.23;0;0;0;0;0;0;0;1025583.85;1085363.08
11.179.118/0001-45;2025-07-01;1;2272688.74;197;0;0;2272491.74;151290999.98;151290999.98;0;151290999.98;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;1213352.43;1192086.35;0;21266.08;0;59629.58;0;0;0;0;0;0;0;1044856.85;1104486.43
11.179.118/0001-45;2025-08-01;1;2291316.02;197;0;0;2291119.02;151290999.98;151290999.98;0;151290999.98;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;1210144.16;1192086.35;0;18057.81;0;59505.48;0;0;0;0;0;0;0;1064489.72;1123995.2
11.179.118/0001-45;2025-09-01;1;2307331.44;197;0;0;2307134.44;151290999.98;151290999.98;0;151290999.98;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;1206340.76;1192086.35;0;14254.41;0;59275.53;0;0;0;0;0;0;0;1075181.19;1134456.72
11.233.841/0001-65;2025-01-01;2;8156743.46;20206.79;0;0;8136536.67;408637125.71;408637125.71;0;408637125.71;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;5062954.16;4389150.05;0;673804.11;3787972.22;36310.05;0;0;0;0;0;0;0;54262.2;3878544.47
11.233.841/0001-65;2025-02-01;1;10798452.04;50529.84;0;0;10747922.2;408637125.71;408637125.71;0;408637125.71;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;5429353.15;4715724.26;0;713628.89;3787972.22;36310.05;0;0;0;0;0;0;0;66593;3890875.27
11.233.841/0001-65;2025-03-01;1;14984740.8;19241.97;0;0;14965498.83;408637125.71;408637125.71;0;408637125.71;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;5609364.58;5157804.52;0;451560.06;3787972.22;36310.05;0;0;0;0;0;0;0;269714.85;4093997.12
11.233.841/0001-65;2025-04-01;1;4520005.22;174596.97;0;0;4345408.25;408637125.71;408637125.71;0;408637125.71;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;6037271.54;5610130.08;0;427141.46;0;36310.05;0;0;0;0;0;0;0;163963.99;200274.04
11.233.841/0001-65;2025-05-01;1;8489502.3;0;0;0;8489502.3;408637125.71;408637125.71;0;408637125.71;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;6325304.71;5830137.96;0;495166.75;0;36310.05;0;0;0;0;0;0;0;296114.23;332424.28
11.233.841/0001-65;2025-06-01;1;11253882.3;3786.59;0;0;11250095.71;408637125.71;408637125.71;0;408637125.71;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;6892600.77;6399458.55;0;493142.22;0;36310.05;0;0;0;0;0;0;0;491392.99;527703.04
11.233.841/0001-65;2025-07-01;1;4957744.89;23428.36;0;0;4934316.53;408637125.71;408637125.71;0;408637125.71;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;6718836.35;6249641.42;0;469194.93;0;36310.05;0;0;0;0;0;0;0;211290.84;247600.89
11.233.841/0001-65;2025-08-01;1;7959775.62;3320.67;0;0;7956454.95;408637125.71;408637125.71;0;408637125.71;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;7470867.83;6992363.09;0;478504.74;0;36310.05;0;0;0;0;0;0;0;200365.28;236675.33
11.233.841/0001-65;2025-09-01;1;217581.84;30872.25;0;0;186709.59;408637125.71;408637125.71;0;408637125.71;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;7144506.99;6671008.76;0;473498.23;0;36310.05;0;0;0;0;0;0;0;263749.41;300059.46
11.260.134/0001-68;2025-01-01;2;4600268.64;5000;0;0;4595268.64;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;239484738.3;0;239484571.05;167.25;73350;7444831.76;0;0;0;0;0;0;0;2546078.27;10064260.03
11.260.134/0001-68;2025-02-01;2;4377018.3;2328.61;0;0;4374689.69;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;241822651.98;0;241805237.36;17414.62;73350;7444831.76;0;0;0;0;0;0;0;2295301;9813482.76
11.260.134/0001-68;2025-03-01;1;4251245.24;552.22;0;0;4250693.02;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;244046330.88;0;244030696.37;15634.51;73350;7444831.76;0;0;0;0;0;0;0;2149021.22;9667202.98
11.260.134/0001-68;2025-04-01;1;4120692.81;104.14;0;0;4120588.67;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;246409836.6;0;246395415.79;14420.81;73350;7444831.76;0;0;0;0;0;0;0;2003121.98;9521303.74
11.260.134/0001-68;2025-05-01;1;3959583.62;2268.36;0;0;3957315.26;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;248942800.68;0;248903037.13;39763.55;73350;7444831.76;0;0;0;0;0;0;0;1857508.3;9375690.06
11.260.134/0001-68;2025-06-01;1;3835233.21;349.37;0;0;3834883.84;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;251350045.56;0;251314970.77;35074.79;73350;7444831.76;0;0;0;0;0;0;0;1711429.37;9229611.13
11.260.134/0001-68;2025-07-01;1;3561196.76;349.4;0;0;3560847.36;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;254146245.25;0;254117602.36;28642.89;73350;7444831.76;0;0;0;0;0;0;0;1415122.66;8933304.42
11.260.134/0001-68;2025-08-01;1;3591707.42;455.38;0;0;3591252.04;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;256727577.97;0;256703814.13;23763.84;73350;7444831.76;0;0;0;0;0;0;0;1420646.86;8938828.62
11.260.134/0001-68;2025-09-01;1;3466401.67;369.12;0;0;3466032.55;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;259459119.89;0;259441413.72;17706.17;73350;7444831.76;0;0;0;0;0;0;0;1275304.86;8793486.62
11.268.335/0001-01;2025-01-01;2;7778825.15;500;0;0;7778325.15;174321335.45;161547270.63;0;161547270.63;0;0;0;0;0;0;0;0;;0;0;5770580.64;0;0;0;7003484.18;0;0;;0;0;;0;0;0;705465.1;705465.1;0;0;0;31548.45;0;0;0;0;0;0;0;79145.94;110694.39
11.268.335/0001-01;2025-02-01;1;757425.73;500;0;0;756925.73;171830706.81;161547270.63;0;161547270.63;0;0;0;0;0;0;0;0;;0;0;3279952;0;0;0;7003484.18;0;0;;0;0;;0;0;0;705823.66;705465.1;0;358.56;0;28332.19;0;0;0;0;0;0;0;319943.45;348275.64
11.268.335/0001-01;2025-03-01;1;1525681.45;500;0;0;1525181.45;172432354.81;161547270.63;0;161547270.63;0;0;0;0;0;0;0;0;;0;0;3881600;0;0;0;7003484.18;0;0;;0;0;;0;0;0;738099.87;738099.87;0;0;0;26491.83;0;0;0;0;0;0;0;94457.64;120949.47
11.268.335/0001-01;2025-04-01;1;3999661.93;500;0;0;3999161.93;172432354.81;161547270.63;0;161547270.63;0;0;0;0;0;0;0;0;;0;0;3881600;0;0;0;7003484.18;0;0;;0;0;;0;0;0;738476.9;738099.87;0;377.03;0;27761.71;0;0;0;0;0;0;0;102362.7;130124.41
11.268.335/0001-01;2025-05-01;1;6253405.64;500;0;0;6252905.64;171268062.67;161547270.63;0;161547270.63;0;0;0;0;0;0;0;0;;0;0;2717314.08;0;0;0;7003477.96;0;0;;0;0;;0;0;0;755853.06;738099.87;0;17753.19;0;29590.29;0;0;0;0;0;0;0;29744.07;59334.36
11.268.335/0001-01;2025-06-01;1;7647129.58;500;0;0;7646629.58;170937942.6;161547270.63;0;161547270.63;0;0;0;0;0;0;0;0;;0;0;2387184;0;0;0;7003487.97;0;0;;0;0;;0;0;0;753879.64;738099.87;0;15779.77;3997755;28473.25;0;0;0;0;0;0;0;35145.02;4061373.27
11.268.335/0001-01;2025-07-01;1;995425.03;500;0;0;994925.03;171432846.6;161547270.63;0;161547270.63;0;0;0;0;0;0;0;0;;0;0;2882088;0;0;0;7003487.97;0;0;;0;0;;0;0;0;750763.81;738099.87;0;12663.94;0;31260.23;0;0;0;0;0;0;0;400397.13;431657.36
11.268.335/0001-01;2025-08-01;1;1685143.74;500;0;0;1684643.74;170627414.6;161547270.63;0;161547270.63;0;0;0;0;0;0;0;0;;0;0;2076656;0;0;0;7003487.97;0;0;;0;0;;0;0;0;881427.7;706292.8;0;175134.9;0;28835.81;0;0;0;0;0;0;0;47018.15;75853.96
11.268.335/0001-01;2025-09-01;1;3008616.78;500;0;0;3008116.78;171656038.6;161547270.63;0;161547270.63;0;0;0;0;0;0;0;0;;0;0;3105280;0;0;0;7003487.97;0;0;;0;0;;0;0;0;1136481.44;740551.89;0;395929.55;0;30348.59;0;0;0;0;0;0;0;52964.27;83312.86
11.274.415/0001-70;2025-01-01;1;1830666.74;198.5;0;0;1830468.24;115692000;115692000;0;115692000;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;582499.66;543427.55;0;39072.11;0;77925;0;0;0;0;0;0;0;589808.06;667733.06
11.274.415/0001-70;2025-02-01;2;1870030.99;198.5;0;0;1869832.49;115692000;115692000;0;115692000;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;600892.7;553349.58;0;47543.12;0;78310;0;0;0;0;0;0;0;554557.97;632867.97
11.274.415/0001-70;2025-03-01;1;1877569.91;198.5;0;0;1877371.41;115692000;115692000;0;115692000;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;594528.7;554716.92;0;39811.78;0;77905;0;0;0;0;0;0;0;486893.78;564798.78
11.274.415/0001-70;2025-04-01;1;1877569.91;198.5;0;0;1877371.41;115692000;115692000;0;115692000;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;594528.7;554716.92;0;39811.78;0;77905;0;0;0;0;0;0;0;486893.78;564798.78
11.274.415/0001-70;2025-05-01;2;1889657.45;198.5;0;0;1889458.95;115692000;115692000;0;115692000;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;591565.8;554716.92;0;36848.88;0;77365;0;0;0;0;0;0;0;662293.22;739658.22
11.274.415/0001-70;2025-06-01;2;3133598.01;198.5;0;0;3133399.51;106016000;106016000;0;106016000;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;7321346.85;487359.75;6800000;33987.1;0;76945;0;0;0;0;0;0;0;638372.35;715317.35
11.274.415/0001-70;2025-07-01;2;3349212.92;21296.59;0;0;3327916.33;106016000;106016000;0;106016000;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;7126267.07;374398.63;6600000;151868.44;0;76570;0;0;0;0;0;0;0;631301.62;707871.62
11.274.415/0001-70;2025-08-01;2;3129842.59;198.5;0;0;3129644.09;106016000;106016000;0;106016000;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;6986707.97;395596.34;6400000;191111.63;0;76070;0;0;0;0;0;0;0;625685.48;701755.48
11.274.415/0001-70;2025-09-01;1;3023847.19;198.5;0;0;3023648.69;106016000;106016000;0;106016000;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;6679622.34;395697.46;6200000;83924.88;0;75620;0;0;0;0;0;0;0;594524.19;670144.19
11.281.322/0001-72;2025-01-01;1;199246.37;2000;;;197246.37;32544925;32544925;;32544925;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;2417.97;34923.95;;;;;;;;332514.04;369855.96
11.281.322/0001-72;2025-02-01;1;267010.36;2000;;;265010.36;32544925;32544925;;32544925;;;;;;;;;;;;;;;;;;;;;;;;;;126.8;;;126.8;;34923.95;;;;;;;;401073.15;435997.1
11.281.322/0001-72;2025-03-01;2;37324.54;2000;;;35324.54;32544925;32544925;;32544925;;;;;;;;;;;;;;;;;;;;;;;;;;5087.04;;;5087.04;;34923.95;;;;;;;;38575.7;73499.65
11.281.322/0001-72;2025-04-01;2;74464.11;2000;;;72464.11;32544925;32544925;;32544925;;;;;;;;;;;;;;;;;;;;;;;;;;5826.51;;;5826.51;;34923.95;;;;;;;;309828.73;344752.68
11.281.322/0001-72;2025-05-01;2;53792.56;2000;;;51792.56;32544925;32544925;;32544925;;;;;;;;;;;;;;;;;;;;;;;;;;11894.47;;;11894.47;;34923.95;;;;;;;;237717.56;272641.51
11.281.322/0001-72;2025-06-01;1;42443.76;2000;;;40443.76;32544925;32544925;;32544925;;;;;;;;;;;;;;;;;;;;;;;;;;11887.14;;;11887.14;;34923.95;;;;;;;;240952.83;275876.78
11.281.322/0001-72;2025-07-01;1;33736.17;2000;;;31736.17;32544925;32544925;;32544925;;;;;;;;;;;;;;;;;;;;;;;;;;9669.89;;;9669.89;;43935.55;;;;;;;;245097.05;289032.6
11.281.322/0001-72;2025-08-01;1;14460.17;2000;;;12460.17;32544925;32544925;;32544925;;;;;;;;;;;;;;;;;;;;;;;;;;7905.7;;;7905.7;;37927.82;;;;;;;;248615.26;286543.08
11.281.322/0001-72;2025-09-01;1;610813.98;2000;;;608813.98;32544925;32544925;;32544925;;;;;;;;;;;;;;;;;;;;;;;;;;5784.84;;;5784.84;;75855.64;;;;;;;;604752.16;680607.8
11.326.746/0001-06;2025-01-01;1;167221679.57;1100;;;167220579.57;273054761.37;254796400;246655400;8141000;;;;;;;;;;;;;;;;18258361.37;;;;;;;;;;12146350.67;1405004.8;9868917.56;872428.31;;29740.64;;;;;;;;216974.11;246714.75
11.326.746/0001-06;2025-02-01;1;109746472;1100;;;109745372;273228459.37;254970098;246755400;8214698;;;;;;;;;;;;;;;;18258361.37;;;;;;;;;;10500530.71;1622327.44;8006245.16;871958.11;;29740.64;;;;;;;;203222.53;232963.17
11.326.746/0001-06;2025-03-01;1;113792160.29;1100;;;113791060.29;273333905.37;255075544;246855400;8220144;;;;;;;;;;;;;;;;18258361.37;;;;;;;;;;8380608.78;1365714.31;6143572.76;871321.71;;;;;;;;;;205450.4;205450.4
11.326.746/0001-06;2025-04-01;1;118937269.95;5613.89;312756.29;0;118618899.77;273475142.42;255216781.05;79027000;176189781.05;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;18258361.37;0;0;;0;0;;0;0;0;6518465.1;1366219.61;4280900.36;871345.13;0;22069.13;0;0;0;0;0;0;0;245533.24;267602.37
11.326.746/0001-06;2025-05-01;1;123342980.29;0;0;0;123342980.29;273541391.91;255283030.54;79107000;176176030.54;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;18258361.37;0;0;;0;0;;0;0;0;4707260.04;1381330.12;2418227.96;907701.96;0;23327.01;0;0;0;0;0;0;0;213533.4;236860.41
11.326.746/0001-06;2025-06-01;1;127832089.1;0;0;0;127832089.1;273595462.42;255337101.05;79107000;176230101.05;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;18258361.37;0;0;;0;0;;0;0;0;2887241.07;1428831.15;555555.56;902854.36;0;22369.32;0;0;0;0;0;0;0;216049.8;238419.12
11.326.746/0001-06;2025-07-01;1;130888127.4;4498.95;0;0;130883628.45;273634902.42;255376541.05;79107000;176269541.05;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;18258361.37;0;0;;0;0;;0;0;0;2540772.71;1365715.31;277777.78;897279.62;0;25901.56;0;0;0;0;0;0;0;217128.26;243029.82
11.326.746/0001-06;2025-08-01;1;132935871.64;2.5;0;0;132935869.14;276335312.56;258076951.19;79107000;178969951.19;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;18258361.37;0;0;;0;0;;0;0;0;4948198.87;1422941.68;0;3525257.19;0;23807.4;0;4500000;0;0;0;0;0;217904.4;4741711.8
11.326.746/0001-06;2025-09-01;1;134977727.14;0;0;0;134977727.14;276488254.97;258229893.6;79107000;179122893.6;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;18258361.37;0;0;;0;0;;0;0;0;4880582.16;1360657.33;0;3519924.83;0;25105.08;0;4000000;0;0;0;0;0;224703.03;4249808.11
11.425.077/0001-20;2025-01-01;1;3290743.1;1000;0;3157369.39;132373.71;47140157.04;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;47140157.04;0;0;;0;0;;0;0;0;11683.94;0;0;11683.94;0;21940.66;0;0;0;0;0;0;0;160578.73;182519.39
11.602.654/0001-01;2025-01-01;1;2009813.13;198.5;0;0;2009614.63;425110000;425110000;0;425110000;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;3130874.62;3129917.52;0;957.1;0;118571.57;0;0;0;0;0;0;0;2400885.62;2519457.19
11.602.654/0001-01;2025-02-01;2;1911554.47;198.5;0;0;1911355.97;425110000;425110000;0;425110000;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;3145505.59;3129917.52;0;15588.07;0;115201.26;0;0;0;0;0;0;0;2281885.34;2397086.6
11.602.654/0001-01;2025-03-01;1;2023315.75;198.5;0;0;2023117.25;425110000;425110000;0;425110000;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;3226383.53;3212657.48;0;13726.05;0;118225.92;0;0;0;0;0;0;0;2268993.4;2387219.32
11.602.654/0001-01;2025-04-01;1;2121708.48;198.5;0;0;2121509.98;425110000;425110000;0;425110000;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;3202214.42;3189430.82;0;12783.6;0;118088.02;0;0;0;0;0;0;0;2277871.86;2395959.88
11.602.654/0001-01;2025-05-01;1;2039833.94;198.5;0;0;2039635.44;425110000;425110000;0;425110000;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;3271840.6;3237302.41;0;34538.19;0;117703.98;0;0;0;0;0;0;0;2273960.85;2391664.83
11.602.654/0001-01;2025-06-01;1;1977506.49;198.5;0;0;1977307.99;425110000;425110000;0;425110000;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;3295317.2;3258144.3;0;37172.9;0;117402.02;0;0;0;0;0;0;0;2225550.58;2342952.6
11.602.654/0001-01;2025-07-01;1;1941285.15;198.5;0;0;1941086.65;425110000;425110000;0;425110000;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;3255778.17;3221583.28;0;34194.89;0;116937.86;0;0;0;0;0;0;0;2174860;2291797.86
11.602.654/0001-01;2025-08-01;1;1964903.23;198.5;0;0;1964704.73;425110000;425110000;0;425110000;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;3348577.27;3319632.36;0;28944.91;0;116830.47;0;0;0;0;0;0;0;2182455.35;2299285.82
11.602.654/0001-01;2025-09-01;1;2031442.05;0;0;0;2031442.05;425110000;425110000;0;425110000;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;3345246.06;3321468.32;0;23777.74;0;116758.92;0;0;0;0;0;0;0;2187653.01;2304411.93
11.664.201/0001-00;2025-01-01;1;37192404.46;36928.43;37155476.03;;;1367770066.71;0;;;;;;;;;;;;;;140332025.76;;;;;;;;1227438040.95;;;;;;69252.14;;;69252.14;13274559.65;1057429.05;;;;;;;;35160440.16;49492428.86
11.664.201/0001-00;2025-02-01;1;20873008.82;46356.86;20826651.96;;;1396339052.81;0;;;;;;;;;;;;;;137317105.17;;;;;;;;1259021947.64;;;;;;95569.86;;;95569.86;13275219.25;722571.29;;;;;;;;50012324.66;64010115.2
11.664.201/0001-00;2025-03-01;1;28330665.22;51188.45;28279476.77;;;1396972416.2;0;;;;;;;;;;;;;;142386418.63;;;;;;;;1254585997.57;;;;;;673817.02;;;673817.02;13275878.85;926186.94;;;;;;;;50524832.66;64726898.45
11.664.201/0001-00;2025-04-01;1;33762403.24;41966.26;33720436.98;;;1427688543.84;0;;;;;;;;;;;;;;144721467.97;;;;;;;;1282967075.87;;;;;;52107.56;;;52107.56;13276538.45;1007923.71;;;;;;;;64139481.26;78423943.42
11.664.201/0001-00;2025-05-01;1;29695693.99;37769.09;29657924.9;;;1369113350.81;0;;;;;;;;;;;;;;145043075.87;;;;;;;;1224070274.94;;;;;;45242.92;;;45242.92;13277198.05;1060748.99;;;;;;;;59644904.95;73982851.99
11.664.201/0001-00;2025-06-01;1;39532830.7;121837.8;39410992.9;;;1431222535.02;0;;;;;;;;;;;;;;144480848.57;;;;;;;;1286741686.45;;;;;;39764.67;;;39764.67;13277857.65;988943.36;;;;;;;;138224319.83;152491120.84
11.664.201/0001-00;2025-07-01;1;113527392.08;37667.39;113489724.69;;;1368477385.75;0;;;;;;;;;;;;;;140312146.55;;;;;;;;1228165239.2;;;;;;32273.29;;;32273.29;13278517.25;1134311.76;;;;;;;;167101618.58;181514447.59
11.664.201/0001-00;2025-08-01;1;28089946.56;82707.45;28007239.11;;;1359348319.17;0;;;;;;;;;;;;;;139281394.97;;;;;;;;1220066924.2;;;;;;26469.32;;;26469.32;13279300.1;977416.05;;;;;;;;67526249.05;81782965.2
11.664.201/0001-00;2025-09-01;1;46096802.78;35103.78;46061699;;;1332694042.89;0;;;;;;;;;;;;;;141121929.67;;;;;;;;1191572113.22;;;;;;19303.64;;;19303.64;13279300.1;1038245.1;;;;;;;;55358028.8;69675574
11.728.688/0001-47;2025-01-01;1;68075252.69;5000;0;0;68070252.69;6238683785.28;5359961297.35;0;5359961297.35;0;0;0;0;0;0;0;0;;0;0;299591577.77;0;0;0;324802832.39;0;0;;124307720.72;0;;130020357.05;0;0;313490801.19;36001545.55;42762704.22;234726551.42;37166332.5;2663418.21;0;205422921.51;0;0;639793857.57;0;0;237007680.01;1122054209.8
